Frequency (Mhz),200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000
200000,2.912,2.66512,2.67128,2.92864,2.86088,3.1379200000000003,2.7324800000000002,2.72104,2.7391199999999998,2.77696,2.99136,2.92336,3.28904,3.314,3.3519999999999994,3.4283200000000003,3.52776,3.6251200000000003,3.75832
300000,2.7704000000000004,2.6544800000000004,2.6540799999999996,2.6796800000000003,2.7120800000000003,2.6828799999999995,2.67088,2.69888,2.71944,2.7508000000000004,2.7771999999999997,2.8272800000000005,2.8380799999999997,2.89536,2.93368,3.03008,3.09584,3.2064,3.7689600000000008
400000,2.89432,2.65704,2.66472,2.6700799999999996,2.67008,2.66704,2.68208,2.69456,2.72784,2.7434400000000005,2.7901599999999998,2.80152,2.8498400000000004,2.87184,2.9444,3.0135999999999994,3.12376,3.44048,3.7958399999999997
500000,2.81008,2.67936,2.6744000000000003,2.7083200000000005,2.67256,2.6921600000000003,2.68832,2.7213600000000002,2.72776,2.75152,2.77656,2.8156000000000008,2.8372800000000002,2.8983200000000005,2.93224,3.0332800000000004,3.09992,3.52104,3.7860799999999992
600000,2.90528,2.68904,2.6791999999999994,2.68416,2.69424,2.6843199999999996,2.7068000000000003,2.71536,2.75096,2.7636000000000003,2.8075200000000002,2.8210400000000004,2.86736,2.8932800000000003,2.9643200000000003,3.04328,3.1191200000000006,3.5900000000000007,3.7713600000000005
700000,2.81848,2.6819999999999995,2.6688800000000006,2.7102399999999998,2.67896,2.69176,2.6899200000000003,2.72224,2.7339200000000003,2.7689599999999994,2.7985600000000006,2.84552,2.8608000000000002,2.9122399999999997,2.9719200000000003,3.0628,3.1200799999999997,3.3345599999999997,3.816559999999999
800000,2.7715199999999998,2.6866399999999997,2.72792,2.6990399999999997,2.7027200000000002,2.6927199999999996,2.72032,2.7232800000000004,2.7708,2.7709599999999996,2.8312800000000005,2.85672,2.8843199999999998,2.8988,2.9819999999999998,3.0362400000000003,3.1584000000000003,3.6803199999999996,3.8052799999999998
900000,2.88,2.71056,2.70848,2.73592,2.7184799999999996,2.7290400000000004,2.72616,2.75808,2.7752799999999995,2.7994399999999997,2.8198399999999997,2.8592800000000005,2.9316,2.93448,2.9764800000000005,3.0808000000000004,3.1370400000000003,3.5744,3.7940799999999997
1000000,2.82096,2.7054399999999994,2.7287199999999996,2.738,2.73168,2.7268,2.7467200000000003,2.7549599999999996,2.7963999999999998,2.80744,2.86088,2.864,2.91232,2.9344799999999998,3.02256,3.0808,3.1579999999999995,3.6698399999999998,3.8174400000000004
1100000,2.95088,2.742,2.7275200000000006,2.75224,2.72552,2.7464000000000004,2.74024,2.77416,2.8023999999999996,2.82632,2.84832,2.88896,2.9152,2.9602399999999998,3.0219199999999997,3.12096,3.1748000000000003,3.53456,3.8871200000000004
1200000,2.9023199999999996,2.74792,2.75672,2.7581599999999997,2.79416,2.77296,2.7703200000000003,2.7876,2.8140799999999997,2.8326400000000005,2.87136,2.8914400000000002,2.93232,2.96296,3.0557600000000003,3.1144800000000004,3.50368,3.6965600000000003,3.8624799999999992
1300000,2.98856,2.7654400000000003,2.7754399999999997,2.7937600000000002,2.7789600000000005,2.77808,2.7912800000000004,2.81112,2.8375999999999997,2.8604000000000003,2.88736,2.90928,2.93856,2.9783999999999997,3.0384800000000003,3.136,3.2036800000000007,3.7092,3.8718399999999997
1400000,2.92544,2.7807199999999996,2.7944000000000004,2.80352,2.7937600000000002,2.80496,2.8139200000000004,2.84144,2.8714399999999998,2.8839200000000003,2.9124,2.94328,2.9820000000000007,3.0191999999999997,3.0780000000000003,3.1698399999999998,3.2374400000000003,3.6912,3.9175199999999997
1500000,3.0788800000000003,2.81504,2.8151200000000003,2.8335999999999997,2.8285600000000004,2.82744,2.8297599999999994,2.85656,2.8748,2.90568,2.9610399999999997,2.97384,3.00736,3.0512799999999998,3.10568,3.1974400000000003,3.41608,3.79896,3.96456
1500000,3.0075999999999996,2.82504,2.82816,2.8527199999999997,2.81328,2.8283999999999994,2.83328,2.9004000000000003,2.90856,2.92096,2.93264,2.9699999999999998,2.9937600000000004,3.0403200000000004,3.0872800000000002,3.2438399999999996,3.2574400000000003,3.6942399999999997,3.95
1500000,3.1003200000000004,2.8172000000000006,2.8328800000000003,2.8407199999999997,2.8334400000000004,2.83472,2.8491999999999997,2.86184,2.8928800000000003,2.9113599999999997,2.93696,2.96448,3.00288,3.0374400000000006,3.09944,3.19936,3.2703199999999994,3.78048,3.9512799999999997
1500000,3.0016,2.8194399999999997,2.8181599999999998,2.83872,2.8082400000000005,2.83896,2.8350400000000002,2.8795999999999995,2.8804,2.9199200000000003,2.93952,2.98304,3.00072,3.0567999999999995,3.09664,3.21424,3.45664,3.89392,3.9227200000000004
1500000,2.9210400000000005,2.81512,2.82552,2.8307200000000003,2.8245600000000004,2.83992,2.8376799999999998,2.85,2.8874400000000002,2.9173600000000004,2.9443199999999994,2.95664,3.020320000000001,3.04024,3.1130400000000003,3.216,3.37328,3.7886399999999996,3.92312
1500000,3.0364,2.826,2.81584,2.8502400000000003,2.8295199999999996,2.8310400000000002,2.8294400000000004,2.87512,2.8752000000000004,2.91144,2.9272799999999997,2.96768,2.98984,3.05912,3.09216,3.1890399999999994,3.2565600000000003,3.7817600000000007,3.92992
