Frequency (Mhz),600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1704000,1800000,1896000,2000000,2100000
600000,24.410808,24.354432,24.392016,24.542352,24.974568,24.99336,25.218864,25.444368,25.594704,25.914168,25.970544,26.327592,26.571888,26.947728,27.379944,28.150416
700000,24.298056,24.279264,24.260472,24.298056,24.955776,25.218864,25.237656,25.387992,25.444368,25.857792,26.045712,26.327592,26.68464,26.985312,27.455112,28.131624
800000,24.316848,24.354432,24.33564,24.204096,24.843024,25.124904,25.312824,25.425576,25.613496,25.801416,26.083296,26.271216,26.515512,26.928936,27.34236,28.188
900000,24.485976,24.33564,24.504768,24.542352,24.936984,25.18128,25.27524,25.350408,25.632288,25.801416,26.083296,26.271216,26.571888,27.041688,27.455112,28.075248
1000000,24.504768,24.52356,24.485976,24.542352,25.124904,25.256448,25.237656,25.387992,25.613496,25.782624,26.102088,26.3088,26.553096,27.004104,27.361152,28.169208
1104000,24.4296,24.467184,24.392016,24.598728,24.974568,25.124904,25.200072,25.387992,25.688664,25.970544,26.12088,26.3088,26.722224,26.947728,27.379944,28.150416
1200000,24.542352,24.392016,24.485976,24.542352,25.030944,25.162488,25.237656,25.500744,25.613496,25.839,26.102088,26.327592,26.647056,26.96652,27.567864,28.206792
1296000,24.316848,24.61752,24.504768,24.561144,25.237656,25.46316,25.594704,25.876584,26.102088,26.21484,26.59068,26.910144,27.267192,27.81216,28.300752,29.296728
1400000,24.52356,24.52356,24.485976,24.61752,25.124904,25.218864,25.350408,25.500744,25.782624,25.93296,26.102088,26.421552,26.722224,27.004104,27.586656,28.225584
1500000,24.298056,24.298056,24.316848,24.316848,25.08732,25.27524,25.331616,25.3692,25.632288,25.782624,26.064504,26.271216,26.665848,27.098064,27.492696,28.225584
1500000,24.392016,24.467184,24.467184,24.504768,25.08732,25.106112,25.3692,25.46316,25.707456,25.763832,26.102088,26.327592,26.722224,27.135648,27.323568,28.206792
1500000,24.448392,24.52356,24.579936,24.598728,25.012152,25.143696,25.27524,25.46316,25.632288,25.839,26.02692,26.40276,26.647056,27.098064,27.398736,28.150416
1500000,24.4296,24.504768,24.410808,24.52356,25.256448,25.46316,25.726248,25.707456,25.93296,26.139672,26.68464,27.022896,27.417528,27.849744,28.357128,29.240352
1500000,24.485976,24.52356,24.467184,24.561144,25.218864,25.538328,25.575912,25.782624,26.008128,26.21484,26.553096,26.910144,27.229608,27.81216,28.432296,29.240352
1500000,24.448392,24.467184,24.467184,24.485976,24.99336,25.256448,25.294032,25.481952,25.707456,25.914168,26.12088,26.421552,26.68464,27.004104,27.492696,28.131624
1500000,24.33564,24.260472,24.316848,24.4296,24.936984,25.124904,25.27524,25.519536,25.65108,25.93296,26.008128,26.459136,26.703432,27.098064,27.455112,28.056456
